,index,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
39,35277,439421,530782,13900.0,13900.0,13776.1762315, 36 months,8.94,441.63,A,A5,Honeywell International Inc.,10+ years,MORTGAGE,29766.84,Verified,Sep-2009,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=439421,I have been working at paying off credit card debt and have never been late in payments and paid more than the minimum. I have received notice that my interest rate is going up in October through no fault of my own. One card had a previous interest rate of 3.99 and they are raising it to over 17%. I have learned my lesson well about carrying a credit balance and am totally committed to getting out of debt.,debt_consolidation,credit cards at a better rate,448xx,OH,17.66,0.0,Mar-1982,0.0,,,14.0,0.0,25716.0,73.9,30.0,f,0.0,0.0,15894.29,15745.06,13900.0,1994.29,0.0,0.0,0.0,Sep-2012,476.73,,Sep-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
40,366266,19147741,21350316,10000.0,10000.0,10000.0, 36 months,13.35,338.63,C,C2,,,MORTGAGE,31000.0,Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19147741,,debt_consolidation,Debt consolidation,384xx,TN,25.59,0.0,Oct-1987,3.0,49.0,55.0,5.0,1.0,7388.0,49.6,22.0,f,5218.69,5218.69,6433.97,6433.97,4781.31,1652.66,0.0,0.0,0.0,Jan-2016,338.63,Feb-2016,Jan-2016,0.0,50.0,1.0,INDIVIDUAL,,,,0.0,0.0,27913.0,,,,,,,,,,,,14900.0,,,
41,203173,1470279,1727176,18000.0,18000.0,18000.0, 60 months,14.09,419.67,B,B5,Wick Buildings LLC,10+ years,MORTGAGE,447750.0,Source Verified,Aug-2012,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1470279,  Borrower added on 08/09/12 > Pay off my partial other personal loan and add credit cards to it we bought a forclosure and had alot of expense the first year fixing things will have a little extra on hand in case of emergency.<br>,debt_consolidation,Debt Consolidation,535xx,WI,2.5,0.0,Jan-2000,1.0,,,7.0,0.0,8827.0,42.0,10.0,f,0.0,0.0,19031.44,19031.44,18000.0,1031.44,0.0,0.0,0.0,Jan-2013,17355.93,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
42,760323,47947298,51196019,9600.0,9600.0,9600.0, 36 months,9.17,306.04,B,B2,"Director, Major Gifts",2 years,MORTGAGE,95000.0,Not Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47947298,,credit_card,Credit card refinancing,200xx,DC,20.21,0.0,May-1997,0.0,50.0,,9.0,0.0,4638.0,53.3,38.0,w,7688.01,7688.01,2443.43,2443.43,1911.99,531.44,0.0,0.0,0.0,Jan-2016,306.04,Feb-2016,Jan-2016,0.0,51.0,1.0,INDIVIDUAL,,,,0.0,0.0,285450.0,,,,,,,,,,,,8700.0,,,
43,516649,65653617,70286389,8000.0,8000.0,8000.0, 36 months,12.59,267.98,C,C2,driver,5 years,RENT,28890.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65653617,,debt_consolidation,Debt consolidation,028xx,RI,32.03,1.0,May-1991,0.0,3.0,,11.0,0.0,2051.0,22.1,34.0,w,7815.95,7815.95,262.38,262.38,184.05,78.33,0.0,0.0,0.0,Jan-2016,267.98,Feb-2016,Jan-2016,1.0,10.0,1.0,INDIVIDUAL,,,,0.0,145.0,15415.0,,,,,,,,,,,,9300.0,,,
44,53924,9238531,11070464,9000.0,9000.0,9000.0, 36 months,15.1,312.43,C,C2,food service manager/chef,10+ years,MORTGAGE,40000.0,Not Verified,Dec-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9238531,,debt_consolidation,Debt consolidation,863xx,AZ,23.48,0.0,Mar-1994,0.0,33.0,,10.0,0.0,18582.0,73.7,27.0,f,0.0,0.0,5718.57,5718.57,3265.21,1420.36,0.0,1033.0,185.94,Mar-2015,312.43,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,88991.0,,,,,,,,,,,,25200.0,,,
45,736214,50283924,53672662,16550.0,16550.0,16550.0, 36 months,14.65,570.88,C,C5,Teacher,10+ years,RENT,36000.0,Source Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50283924,,credit_card,Credit card refinancing,916xx,CA,39.87,0.0,Jul-1998,0.0,,,4.0,0.0,21746.0,95.8,9.0,w,13871.67,13871.67,3969.22,3969.22,2678.33,1290.89,0.0,0.0,0.0,Dec-2015,570.88,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,36176.0,,,,,,,,,,,,22700.0,,,
46,313958,26167955,28640972,30000.0,30000.0,29900.0, 36 months,7.12,927.96,A,A3,Lineman,10+ years,MORTGAGE,200000.0,Verified,Sep-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=26167955,,debt_consolidation,Debt consolidation,465xx,IN,15.57,0.0,Sep-1986,0.0,54.0,,15.0,0.0,32726.0,50.5,38.0,f,17451.59,17393.42,14847.36,14797.87,12548.41,2298.95,0.0,0.0,0.0,Jan-2016,927.96,Feb-2016,Jan-2016,0.0,79.0,1.0,INDIVIDUAL,,,,0.0,0.0,505595.0,,,,,,,,,,,,64800.0,,,
47,582237,61401303,65520101,10000.0,10000.0,10000.0, 36 months,9.17,318.79,B,B2,Team Leader,10+ years,MORTGAGE,71000.0,Source Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61401303,,credit_card,Credit card refinancing,423xx,KY,27.25,0.0,Apr-2002,0.0,37.0,,6.0,0.0,14989.0,93.1,24.0,f,9267.31,9267.31,951.28,951.28,732.69,218.59,0.0,0.0,0.0,Jan-2016,318.79,Feb-2016,Jan-2016,0.0,44.0,1.0,INDIVIDUAL,,,,0.0,767.0,316910.0,,,,,,,,,,,,16100.0,,,
48,395395,15700696,17793130,15000.0,15000.0,15000.0, 36 months,8.9,476.3,A,A5,RN,10+ years,MORTGAGE,45000.0,Not Verified,May-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=15700696,,debt_consolidation,Debt consolidation,677xx,KS,11.57,0.0,May-2003,2.0,,,15.0,0.0,8578.0,21.4,34.0,w,0.0,0.0,15528.97,15528.97,15000.0,528.97,0.0,0.0,0.0,Oct-2014,13623.77,,Apr-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,77912.0,,,,,,,,,,,,40100.0,,,
49,772214,44026681,47043457,3200.0,3200.0,3200.0, 36 months,12.69,107.35,C,C2,Vice President of Fuel Supply,10+ years,MORTGAGE,200000.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44026681,,debt_consolidation,Debt consolidation,440xx,OH,11.81,1.0,Nov-1982,0.0,17.0,,14.0,0.0,21142.0,85.6,22.0,w,2589.69,2589.69,856.54,856.54,610.31,246.23,0.0,0.0,0.0,Dec-2015,107.35,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,287377.0,,,,,,,,,,,,24700.0,,,
50,336623,22473647,24796352,35000.0,35000.0,35000.0, 36 months,14.49,1204.57,C,C4,Analyst ,10+ years,MORTGAGE,120000.0,Verified,Jul-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=22473647,,credit_card,Credit card refinancing,336xx,FL,17.8,3.0,Dec-1995,0.0,5.0,,9.0,0.0,10837.0,75.3,34.0,w,0.0,0.0,15751.34,15751.34,6639.3,4141.6,60.23,4910.21,883.8378,Jul-2015,1204.57,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,200729.0,,,,,,,,,,,,14400.0,,,
51,774386,46722811,49870537,7200.0,7200.0,7200.0, 36 months,10.99,235.69,B,B4,sales,10+ years,RENT,65322.0,Not Verified,Apr-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46722811,,debt_consolidation,Debt consolidation,342xx,FL,25.33,2.0,Dec-2002,1.0,17.0,,8.0,0.0,5417.0,52.6,22.0,w,5615.07,5615.07,2092.63,2092.63,1584.93,507.7,0.0,0.0,0.0,Jan-2016,235.69,Feb-2016,Jan-2016,0.0,19.0,1.0,INDIVIDUAL,,,,0.0,0.0,22827.0,,,,,,,,,,,,10300.0,,,
52,374767,17844996,19977547,16000.0,16000.0,16000.0, 36 months,13.98,546.69,C,C3,Sales Manager,10+ years,MORTGAGE,60000.0,Source Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17844996,,home_improvement,Home improvement,600xx,IL,19.4,0.0,Jun-1979,0.0,29.0,,20.0,0.0,37192.0,54.3,37.0,w,8387.07,8387.07,10387.11,10387.11,7612.93,2774.18,0.0,0.0,0.0,Jan-2016,546.69,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,177538.0,,,,,,,,,,,,68500.0,,,
53,776994,46477947,49615719,4800.0,4800.0,4800.0, 36 months,16.55,170.07,D,D2,Fingerprint Specialist,10+ years,MORTGAGE,41000.0,Not Verified,Apr-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46477947,,debt_consolidation,Debt consolidation,212xx,MD,16.83,0.0,Mar-1996,0.0,56.0,,13.0,0.0,21892.0,59.2,28.0,f,0.0,0.0,5087.92,5087.92,4800.0,287.92,0.0,0.0,0.0,Sep-2015,12.05,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,166506.0,,,,,,,,,,,,37000.0,,,
54,620707,59292227,63180044,12575.0,12575.0,12575.0, 60 months,18.55,323.1,E,E2,Teacher,2 years,OWN,29950.0,Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59292227,,credit_card,Credit card refinancing,061xx,CT,39.32,0.0,Oct-2003,0.0,,,14.0,0.0,32361.0,68.1,19.0,w,12048.09,12048.09,1279.44,1279.44,526.91,752.53,0.0,0.0,0.0,Jan-2016,323.1,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,32361.0,,,,,,,,,,,,47500.0,,,
55,440028,12315029,14307178,16000.0,16000.0,16000.0, 36 months,15.61,559.44,C,C5,"Manager, Global Training and Development",< 1 year,MORTGAGE,75000.0,Verified,Feb-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12315029,,debt_consolidation,Debt consolidation,303xx,GA,13.5,0.0,Nov-1992,1.0,36.0,69.0,5.0,1.0,8723.0,102.6,16.0,f,7118.12,7118.12,12307.68,12307.68,8881.88,3425.8,0.0,0.0,0.0,Dec-2015,559.44,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,316733.0,,,,,,,,,,,,8500.0,,,
56,837194,40522883,43387698,12000.0,12000.0,12000.0, 36 months,16.55,425.16,D,D2,HVAC supervisor,10+ years,MORTGAGE,65088.0,Source Verified,Feb-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40522883,,debt_consolidation,Debt consolidation,751xx,TX,27.8,0.0,May-2002,1.0,,,11.0,0.0,34884.0,75.0,28.0,f,10105.42,10105.42,3047.84,3047.84,1894.58,1153.26,0.0,0.0,0.0,Oct-2015,425.16,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,322570.0,,,,,,,,,,,,46500.0,,,
57,123994,5793992,7225735,29100.0,29100.0,29100.0, 60 months,16.29,712.15,C,C4,Lutheran Hospital,7 years,MORTGAGE,65000.0,Verified,Jul-2013,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=5793992,,debt_consolidation,Debt consolidation,468xx,IN,19.48,0.0,Oct-1985,0.0,38.0,,18.0,0.0,27135.0,58.7,33.0,w,0.0,0.0,17803.75,17803.75,9364.44,8439.31,0.0,0.0,0.0,Aug-2015,712.15,,Aug-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,296007.0,,,,,,,,,,,,46200.0,,,
58,284070,30555693,33108879,19050.0,19050.0,19050.0, 36 months,16.99,679.09,D,D3,senior vice president,10+ years,MORTGAGE,300000.0,Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=30555693,,debt_consolidation,Debt consolidation,100xx,NY,37.37,2.0,May-1978,0.0,4.0,,13.0,0.0,88868.0,92.8,23.0,f,12261.83,12261.83,10141.4,10141.4,6788.17,3353.23,0.0,0.0,0.0,Jan-2016,679.09,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,1324818.0,,,,,,,,,,,,93500.0,,,
59,367530,19156578,21359267,6000.0,6000.0,6000.0, 36 months,12.99,202.14,C,C1,Executive Administrator/Office Manager,10+ years,RENT,52000.0,Source Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=19156578,,other,Other,981xx,WA,19.2,1.0,Dec-2002,2.0,9.0,,12.0,0.0,5924.0,57.0,29.0,f,3123.17,3123.17,3840.66,3840.66,2876.83,963.83,0.0,0.0,0.0,Jan-2016,202.14,Feb-2016,Jan-2016,0.0,46.0,1.0,INDIVIDUAL,,,,0.0,0.0,23340.0,,,,,,,,,,,,10400.0,,,
60,673706,55758177,59409898,7000.0,7000.0,7000.0, 36 months,12.29,233.48,C,C1,Mortgage Consultant,1 year,RENT,80000.0,Source Verified,Jul-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55758177,,debt_consolidation,Debt consolidation,301xx,GA,16.8,0.0,Oct-2006,2.0,46.0,,33.0,0.0,11005.0,57.9,39.0,f,6174.32,6174.32,1157.84,1157.84,825.68,332.16,0.0,0.0,0.0,Dec-2015,233.48,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,422.0,95430.0,,,,,,,,,,,,19000.0,,,
61,552879,62377279,66639991,12000.0,12000.0,12000.0, 36 months,9.99,387.15,B,B3,Registered Nurse,< 1 year,MORTGAGE,115000.0,Not Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62377279,,debt_consolidation,Debt consolidation,936xx,CA,15.65,0.0,Sep-2002,0.0,47.0,,14.0,0.0,3361.0,11.5,23.0,w,11423.11,11423.11,767.64,767.64,576.89,190.75,0.0,0.0,0.0,Dec-2015,387.15,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,335842.0,,,,,,,,,,,,29200.0,,,
62,387924,16332147,18434640,7000.0,7000.0,7000.0, 36 months,16.29,247.11,D,D2,Member service representative ,8 years,RENT,25000.0,Not Verified,May-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=16332147,,debt_consolidation,Debt consolidation,027xx,MA,10.37,0.0,Dec-2005,2.0,,,5.0,0.0,6554.0,79.9,18.0,w,0.0,0.0,988.44,988.44,620.84,367.6,0.0,0.0,0.0,Sep-2014,247.11,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,6554.0,,,,,,,,,,,,8200.0,,,
63,407240,14549014,16611329,15000.0,15000.0,15000.0, 36 months,9.67,481.69,B,B1,master tech,6 years,MORTGAGE,65000.0,Not Verified,Apr-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14549014,,debt_consolidation,Debt consolidation,275xx,NC,6.43,0.0,Mar-2000,0.0,,,14.0,0.0,14086.0,30.8,19.0,f,6779.97,6779.97,10115.49,10115.49,8220.03,1895.46,0.0,0.0,0.0,Jan-2016,481.69,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,313802.0,,,,,,,,,,,,45700.0,,,
64,136003,4310864,5493534,19200.0,19200.0,19175.0, 60 months,20.49,513.94,E,E1,Hill AFB,5 years,MORTGAGE,53000.0,Verified,May-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=4310864,,credit_card,Credit card refinancing,840xx,UT,15.33,0.0,Mar-1993,0.0,,96.0,15.0,1.0,7388.0,45.3,39.0,f,0.0,0.0,25909.7001895,25875.99,19200.0,6709.7,0.0,0.0,0.0,May-2015,106.72,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,187075.0,,,,,,,,,,,,16300.0,,,
65,845887,40442125,43306886,5000.0,5000.0,5000.0, 36 months,11.99,166.05,B,B5,,,RENT,17500.0,Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40442125,,debt_consolidation,Debt consolidation,067xx,CT,8.64,0.0,Oct-1999,0.0,,,5.0,0.0,4235.0,35.0,10.0,w,3657.24,3657.24,1819.89,1819.89,1342.76,477.13,0.0,0.0,0.0,Jan-2016,166.05,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,713.0,4235.0,,,,,,,,,,,,12100.0,,,
66,344619,21390162,23703066,15000.0,15000.0,15000.0, 60 months,13.35,343.99,C,C2,Para Professional ,2 years,MORTGAGE,48000.0,Not Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21390162,,credit_card,Credit card refinancing,630xx,MO,25.65,0.0,May-1995,0.0,,,6.0,0.0,24958.0,93.8,13.0,f,11705.57,11705.57,5847.83,5847.83,3294.43,2553.4,0.0,0.0,0.0,Dec-2015,343.99,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,189507.0,,,,,,,,,,,,26600.0,,,
67,625474,59229841,63117587,21600.0,21600.0,21600.0, 60 months,15.61,520.81,D,D1,Truck Driver,< 1 year,OWN,63000.0,Not Verified,Aug-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59229841,,debt_consolidation,Debt consolidation,722xx,AR,24.74,1.0,Mar-1991,0.0,13.0,37.0,11.0,1.0,7702.0,26.7,19.0,w,20625.21,20625.21,2064.51,2064.51,974.79,1089.72,0.0,0.0,0.0,Dec-2015,520.81,Feb-2016,Jan-2016,0.0,13.0,1.0,INDIVIDUAL,,,,0.0,253.0,42739.0,,,,,,,,,,,,28800.0,,,
68,422965,12968080,15000267,13200.0,13200.0,13200.0, 36 months,11.99,438.37,B,B3,RN,10+ years,MORTGAGE,70000.0,Not Verified,Mar-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12968080,,credit_card,Credit card refinancing,423xx,KY,17.9,0.0,Jan-1999,1.0,,,16.0,0.0,15303.0,46.4,34.0,f,6078.26,6078.26,9205.77,9205.77,7121.74,2084.03,0.0,0.0,0.0,Dec-2015,438.37,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,402.0,133854.0,,,,,,,,,,,,33000.0,,,
69,608770,60356457,64333222,12000.0,12000.0,12000.0, 60 months,14.65,283.28,C,C5,Private membership ,< 1 year,RENT,49000.0,Source Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60356457,,debt_consolidation,Debt consolidation,941xx,CA,19.55,0.0,Dec-2005,0.0,,,9.0,0.0,10666.0,54.7,29.0,w,11442.78,11442.78,1123.35,1123.35,557.22,566.13,0.0,0.0,0.0,Jan-2016,283.28,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,25302.0,,,,,,,,,,,,19500.0,,,
70,838447,41140559,44016347,5500.0,5500.0,5500.0, 36 months,12.29,183.45,C,C1,Flight Comamander,3 years,RENT,85000.0,Not Verified,Feb-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41140559,,major_purchase,Major purchase,291xx,SC,12.94,0.0,Sep-2007,0.0,,,8.0,0.0,4050.0,25.8,15.0,w,0.0,0.0,5703.88,5703.88,5500.0,203.88,0.0,0.0,0.0,May-2015,5331.36,,Jun-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,26049.0,,,,,,,,,,,,15700.0,,,
71,813154,43215366,46222081,11000.0,11000.0,11000.0, 36 months,13.99,375.91,C,C4,,,RENT,67200.0,Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43215366,,debt_consolidation,Debt consolidation,891xx,NV,33.55,0.0,Jul-1988,0.0,76.0,,6.0,0.0,22224.0,65.6,16.0,w,8389.26,8389.26,3750.55,3750.55,2610.74,1139.81,0.0,0.0,0.0,Jan-2016,375.91,Feb-2016,Jan-2016,0.0,76.0,1.0,INDIVIDUAL,,,,0.0,60.0,56150.0,,,,,,,,,,,,33900.0,,,
72,613465,59879253,63822966,20000.0,20000.0,20000.0, 60 months,9.99,424.85,B,B3,Nurse Practitioner,3 years,RENT,114000.0,Not Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59879253,,debt_consolidation,Debt consolidation,553xx,MN,18.51,0.0,Sep-1995,0.0,,,16.0,0.0,18122.0,35.3,36.0,w,18953.62,18953.62,1671.65,1671.65,1046.38,625.27,0.0,0.0,0.0,Jan-2016,424.85,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,88413.0,,,,,,,,,,,,51300.0,,,
73,353830,20469132,22731840,22000.0,22000.0,22000.0, 60 months,17.57,553.53,D,D4,Service Technician,6 years,MORTGAGE,57000.0,Source Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20469132,,debt_consolidation,Debt consolidation,853xx,AZ,10.91,1.0,May-2001,2.0,7.0,104.0,8.0,1.0,14061.0,81.7,20.0,w,17273.37,17273.37,9998.4,9998.4,4726.63,5271.77,0.0,0.0,0.0,Jan-2016,553.53,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,236051.0,,,,,,,,,,,,17200.0,,,
74,17944,708754,901279,4500.0,4500.0,4500.0, 36 months,11.11,147.56,B,B5,"HealthNow NY, Inc.",10+ years,RENT,48000.0,Not Verified,Mar-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=708754,,credit_card,Relief Fund,142xx,NY,24.98,1.0,Aug-1999,0.0,21.0,,10.0,0.0,13827.0,60.4,19.0,f,0.0,0.0,5308.43793258,5308.44,4500.0,808.44,0.0,0.0,0.0,Apr-2014,166.62,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
75,29630,520852,673402,25000.0,25000.0,22551.8732815, 60 months,17.19,623.88,E,E3,Superior Court of Arizona,10+ years,MORTGAGE,113500.0,Verified,May-2010,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=520852,"  Borrower added on 05/21/10 > This debt consolidation loan will pay off my credit accounts and allow me to pay off my debt obligations.  My credit payment history is excellent, my payments are on time, and I have never defaulted on any credit obligation.  All mortgages I have had were paid off in full according to their terms.  My full time income with the County is $97,000 annually and my part-time income is $16,500 annually for 2009.   I have worked for the County for nearly ten years and for my part time employer for two years.   This loan will allow me to pay off my credit accounts by dropping the interest rate from the current rates of around 29%.  Thank you for your consideration of this debt consolidation loan request.<br/> Borrower added on 05/24/10 > Please also note that my current mortgage payments that total $2942 INCLUDE property taxes and insurance for these homes.<br/>",debt_consolidation,DLC Debt Consolidation Loan,853xx,AZ,10.7,0.0,Sep-1980,1.0,26.0,,21.0,0.0,31158.0,74.6,48.0,f,0.0,0.0,37183.500301199994,31908.26,25000.0,12183.5,0.0,0.0,0.0,Nov-2014,4762.86,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
76,20036,666299,851875,10000.0,10000.0,9725.0, 36 months,10.37,324.42,B,B3,Somerset tire service,7 years,RENT,40000.0,Source Verified,Feb-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=666299,,debt_consolidation,Debt consol,088xx,NJ,10.05,0.0,Jun-2004,0.0,,,6.0,0.0,11495.0,52.7,11.0,f,0.0,0.0,11678.53,11357.36,10000.0,1678.53,0.0,0.0,0.0,Feb-2014,333.34,,Feb-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
77,314448,25627041,28070018,14825.0,14825.0,14825.0, 60 months,18.99,384.49,E,E1,General maintenance worker,8 years,RENT,33700.0,Source Verified,Aug-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25627041,,debt_consolidation,Debt consolidation,799xx,TX,17.92,0.0,Jul-2004,0.0,,,6.0,0.0,5934.0,95.7,38.0,w,12120.08,12120.08,6151.84,6151.84,2704.92,3446.92,0.0,0.0,0.0,Jan-2016,384.49,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,13635.0,,,,,,,,,,,,6200.0,,,
78,536064,64320993,68790736,20000.0,20000.0,20000.0, 60 months,13.67,461.96,C,C4,Northwestern Mutual,8 years,MORTGAGE,80000.0,Not Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64320993,,credit_card,Credit card refinancing,274xx,NC,11.75,0.0,Jun-2007,1.0,,,10.0,0.0,24246.0,81.9,20.0,w,19529.08,19529.08,901.14,901.14,470.92,430.22,0.0,0.0,0.0,Jan-2016,461.96,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,155968.0,,,,,,,,,,,,29600.0,,,
79,566138,62257827,66454604,8000.0,8000.0,8000.0, 36 months,10.99,261.88,B,B4,,,RENT,20335.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62257827,,debt_consolidation,Debt consolidation,685xx,NE,16.06,0.0,Feb-1991,1.0,,,5.0,0.0,6107.0,46.6,7.0,w,7428.96,7428.96,775.87,775.87,571.04,204.83,0.0,0.0,0.0,Jan-2016,261.88,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,9935.0,,,,,,,,,,,,13100.0,,,
80,352421,20769302,23042035,14000.0,14000.0,14000.0, 36 months,7.69,436.71,A,A4,Sales,3 years,MORTGAGE,63000.0,Verified,Jul-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=20769302,,debt_consolidation,Debt consolidation,197xx,DE,16.42,2.0,Sep-2000,0.0,13.0,,9.0,0.0,14231.0,61.1,29.0,w,0.0,0.0,15103.75,15103.75,14000.0,1103.75,0.0,0.0,0.0,Sep-2015,9426.52,,Jan-2016,0.0,13.0,1.0,INDIVIDUAL,,,,0.0,0.0,271781.0,,,,,,,,,,,,23300.0,,,
